Review,Bank Name,data_source,Bank ID,state,Review spanish,Sentiment_gen,Positive_gen,Negative_gen,Neutral_gen,Mixed_gen,Normalized_Sentiment_Score,ds,Predicted_SASB,SASB_num,Predicted_Pilar,Industry,Sentiment_Category,month,month_num,year,Pilar,Total_Count,Sentiment_Score
"Web platform always with problems, unstable, slow, not available, cumbersome, and unfriendly. Crappy bank.",Banco BICE,maps,1.0,Buin,"Platarforma web siempre con problemas, inestable, lenta, no disponible, engorrosa y poco amigable. Banco penca.",NEGATIVE,0.0004649092443287,0.9956868290901184,0.0037972733844071,5.097954272059724e-05,0.23635459365323,2024-04-05,Other,5,Other,Banking,Poor,April,4,2024,Other,451,0.23635459365323
"ATM only charged 2500 ($2.5 USD) for foreign withdrawal, the lowest I could find",Banco BICE,maps,1.0,Colina,"ATM only charged 2500 ($2.5 USD) for foreign withdrawal, the lowest I could find",NEGATIVE,0.0162892583757638,0.5429590940475464,0.4289470613002777,0.0118045452982187,23.076278902590268,2024-03-29,Other,5,Other,Banking,Poor,March,3,2024,Other,451,23.076278902590268
"Web platform always with problems, unstable, slow, unavailable, cumbersome and not user-friendly. Terrible bank.",Banco BICE,maps,1.0,Melipilla,"Platarforma web siempre con problemas, inestable, lenta, no disponible, engorrosa y poco amigable. Banco penca.",NEGATIVE,7.782488683005795e-05,0.9989579916000366,0.0009375659865327,2.648876397870481e-05,0.05466078800964,2024-04-05,Other,5,Other,Banking,Poor,April,4,2024,Other,451,0.05466078800964
"Terrible customer service. We have moved overseas and specifically had a meeting with Chase before leaving, making sure there would be no issues once we were in a different country. Our particular concern was that there would be a way to communicate other than phone, as this costs us long-distance charges now that we are not in the USA. After a week of being here, our cards started getting declined. We also received a fraud alert when making a purchase, and even after we selected ""yes - this was me"" it still would not work. THANKFULLY we also have cards with USAA or we would have had no money in a foreign country. It has been 3 weeks and I have talked to 12 people and been on the phone for hours (at my cost) and I still have no answers. The amount of work and persistence that this has required on my end is astonishing. We already have so much on our plate and so many other issues that go along with an international move. Chase has just made everything so much more stressful and difficult. Today I was hung up on TWICE while being ""transferred."" I will continue to hunt down an answer, but honestly, opening a card with a different institution may just be the simpler answer at this point.",J.P. Morgan,maps,13.0,San Antonio,"Terrible customer service. We have moved overseas and specifically had a meeting with Chase before leaving, making sure there would be no issues once we were in a different country. Our particular concern was that there would be a way to communicate other than phone, as this costs us long-distance charges now that we are not in the USA. After a week of being here, our cards started getting declined. We also received a fraud alert when making a purchase, and even after we selected ""yes - this was me"" it still would not work. THANKFULLY we also have cards with USAA or we would have had no money in a foreign country. It has been 3 weeks and I have talked to 12 people and been on the phone for hours (at my cost) and I still have no answers. The amount of work and persistence that this has required on my end is astonishing. We already have so much on our plate and so many other issues that go along with a international move, Chase has just made everything so much more stressful and difficult. Today I was hung up on TWICE while being ""transferred"". Will continue to hunt down an answer, but honestly, opening a card with a different institution may just be the simpler answer at this point.",NEGATIVE,0.0003637555928435,0.999187171459198,0.0001373142149532,0.0003117182932328,0.04324127003201,2023-05-19,Social Capital,1,Social External,Banking,Poor,May,5,2023,Social External,451,0.04324127003201
Aeropuerto tranquilo no demasiado concurrido limpio,J.P. Morgan,maps,13.0,Puerto Montt,Quiet airport not too busy clean,POSITIVE,0.766423225402832,0.0032111597247421,0.0811467319726944,0.1492187827825546,80.69965913891792,2024-02-03,Other,5,Other,Banking,Poor,February,2,2024,Other,344,80.69965913891792
"As other reviews have noted, the host Fabian is phenomenal, a definite 5+! He works so hard to make your stay the best possible stay. He offers a very reasonable laundry service and has basic food out all day for residents. He provides transfers for residents to town or other nearby locations, further out locations may incur a small fee but I have little doubt it will be the best deal available. He was very helpful in providing a wealth of information about the local area as well, we very much enjoyed meeting Fabian and staying with him.

I really wanted to give Fabian a 5 star but to be fair I chose a 4 as his location is a bit out of the main town area and the house is a little older. The rooms were still very nice and I highly recommend this hostel!",J.P. Morgan,maps,13.0,Punta Arenas,"As other reviews have noted, the host Fabian is phenomenal, a definite 5+!  He works so hard to make your stay the best possible stay.  He offers a very reasonable laundry service and has basic food out all day for residents.  He provides transfers for residents to town or other nearby locations, further out locations may incur a small fee but I have little doubt it will be the best deal available.  He was very helpful in providing a wealth of information about the local area as well, we very much enjoyed meeting Fabian and staying with him.

I really wanted to give Fabian a 5 star but to be fair I chose a 4 as his location is a bit out of the main town area and the house is a little older.  The rooms were still very nice and I highly recommend this hostal!!",POSITIVE,0.9956152439117432,0.0001612937194295,0.0029277871362864,0.0012956341961398,99.70791374798864,2024-03-10,Social Capital,1,Environmental,Banking,Poor,March,3,2024,Environmental,344,99.70791374798864
"They would be 5 stars if the boarding staff weren't so rude in the way they respond to questions, with a ""beaten"" tone of voice that makes it seem like they're dealing with animals, terrible! At the Santiago airport they were super friendly!!!!!",J.P. Morgan,maps,13.0,Puerto Montt,"Serian 5 estrellas si es que el personal de embarque no fuera tan grosero en la manera de responder las dudas, con el tono de voz ""golpeado"" pareciera que estuvieran tratando con animales, pésimo!
En el aeropuerto de Santiago fueron super amables!!!!!",MIXED,0.0405692569911479,0.0141918621957302,0.0011223924811929,0.944116473197937,4.11304532317444,2024-02-12,Human Capital,2,Social Internal,Banking,Poor,February,2,2024,Social Internal,67,4.11304532317444
Aeropuerto local...,J.P. Morgan,maps,13.0,Puerto Montt,Local airport...,NEUTRAL,0.0036068616900593,0.000265933398623,0.9961183071136476,8.91131094249431e-06,50.1666015246883,2023-11-10,Social Capital,1,Social External,Banking,Poor,November,11,2023,Social External,138,50.1666015246883
"The agency is under suspension, when will the agency be received from Egypt.",J.P. Morgan,maps,13.0,San Fernando,الوكاله قيد التعليق متي استلم الوكاله من مصر,NEUTRAL,0.0021542250178754,0.481689989566803,0.4963396191596985,0.0198162049055099,25.032403459772468,2024-01-20,Other,5,Other,Banking,Poor,January,1,2024,Other,138,25.032403459772468
"Quite organized with a modern installation, ideal for window shopping and waiting for your flight towards infinity and beyond...",J.P. Morgan,maps,13.0,Puerto Montt,Bastante ordenado con instalación moderna ideal para vitrinear y esperar su vuelo hacia el infinito y mas allá....,POSITIVE,0.830531895160675,0.0068914932198822,0.0647537931799888,0.0978227853775024,86.29087917506695,2023-12-27,Other,5,Environmental,Banking,Poor,December,12,2023,Environmental,344,86.29087917506695
"Criteria Caixa has reported the completion of the private placement process of 18,623,226 ordinary shares of Cellnex Telecom, equivalent to 2.636% of the company's share capital...",J.P. Morgan,news,13.0,Santiago,"Criteria Caixa ha informado de la finalización del proceso de colocación privada de 18.623.226 acciones ordinarias de Cellnex Telecom, equivalente al 2,636% del capital social de la compañía de infra… [+1257 chars]",NEUTRAL,0.0053223674185574,0.0011263869237154,0.993501842021942,4.939436257700436e-05,50.20732884295285,2024-06-11,Business Model and Innovation,3,Environmental,Banking,Poor,June,6,2024,Environmental,138,50.20732884295285
"100% recommended. Extremely kind and helpful host. Beautiful, large double room with private bathroom. Quiet, very fast WiFi.",J.P. Morgan,maps,13.0,Punta Arenas,"100%ig zu empfehlen. Äusserst liebenswürdiger und hilfsbereiter Gastgeber. Schönes, grosses Doppelzimmer mit eigenem Bad. Ruhig, sehr schnelles WLAN",POSITIVE,0.999486804008484,2.893847158702556e-05,0.0004170189495198,6.72092501190491e-05,99.96953134832438,2023-12-24,Other,5,Environmental,Banking,Poor,December,12,2023,Environmental,344,99.96953134832438
"Congratulations and thanks to those who helped and resolved my forgetfulness of my car keys on March 19 at the scanner tray. 
Everyone was very efficient in solving it.
Thanks to Nadia García, who was very clear and determined in answering me. 
She called to coordinate the key delivery two days later.

Carolina Yunge",J.P. Morgan,maps,13.0,Puerto Montt,"Felicitación y agradecimiento para quienes me ayudaron y resolvieron mi olvido de llaves de mi auto el 19 de marzo en bandeja de scanner
Todos muy eficientes en la resolución
Gracias Nadia García quien fue muy clara y resuelta al contestarme
Llamada y coordinar la entrega de llaves dos dias después

Carolina Yunge",POSITIVE,0.998140811920166,7.699914567638189e-05,0.0017656412674114,1.6602994946879335e-05,99.90236325538716,2024-03-22,Other,5,Other,Banking,Poor,March,3,2024,Other,344,99.90236325538716
"Este B&B está ubicado aproximadamente a 45 minutos a pie de la estación de autobuses en Punta Arenas, con una colina que negociar. Sin embargo, el propietario es extremadamente amigable y está feliz de ofrecer transporte de ida y vuelta a la ciudad (antes de las 22:00 h) e incluso realiza un breve tour por la ciudad. El alojamiento es bueno con uso de la cocina y algo de comida está disponible las 24 horas. El desayuno no es nada especial. La conexión Wi-Fi es buena.",J.P. Morgan,maps,13.0,Punta Arenas,"This B&B is located about 45 minutes' walk from the bus station in Punta Arenas - with a hill to negotiate. However, the owner is exceedingly friendly and is happy to give lifts to and from town (before 22:00h) and will even does a brief city tour. The accommodation is good with use of kitchen and some food is available round the clock. The breakfast is nothing special. Wi-fi good.",MIXED,0.1559947282075882,0.0019567830022424,0.0054905568249523,0.836557924747467,15.874000662006427,2024-02-14,Other,5,Other,Banking,Poor,February,2,2024,Other,67,15.874000662006427
"March 2023
What's missing is more heating, it's a bit chilly. 🥶🥶🥶, we are already in winter

Everything clean and tidy
Impeccable bathroom

In the boarding area
@. They have a place to work with your notebook
@there is a Pacific Club
@Small cafes
@Seats with power outlets to charge devices",J.P. Morgan,maps,13.0,Puerto Montt,"Marzo 2023
Lo que falta es mas calefaccion esta un poco helado. 🥶🥶🥶, ya estamos en invierno

Todo limpio y ordenado
Baño impecable

En sala de embarque
@. Tienen lugar paea trabajar con tu nootbook
@hay un Pacific Club
@Cafeterias pequeña
@Asientos con toma de corriente para cargar dispositivos",NEGATIVE,0.0748583972454071,0.4913441240787506,0.430922120809555,0.0028753504157066,29.031945765018456,2024-03-20,Other,5,Governance,Banking,Poor,March,3,2024,Governance,451,29.031945765018456
"""Top"" means ""Top"" in English.",J.P. Morgan,maps,13.0,Puerto Montt,Top,NEUTRAL,0.1002625450491905,0.0172991249710321,0.87984299659729,0.0025952779687941,54.018404334783554,2024-04-05,Other,5,Other,Banking,Poor,April,4,2024,Other,138,54.018404334783554
An excellent place to visit in southern Chile.,J.P. Morgan,maps,13.0,Punta Arenas,Un excelente lugar para visitar al sur de Chile,POSITIVE,0.9971718192100524,3.239445868530311e-05,0.0027667256072163,2.900358049373608e-05,99.85551820136608,2023-05-02,Other,5,Other,Banking,Poor,May,5,2023,Other,344,99.85551820136608
"Nice place, very clean.",J.P. Morgan,maps,13.0,Punta Arenas,Lindo lugar muy limpio,POSITIVE,0.9997190833091736,2.4461998691549525e-05,0.0001995263446588,5.691839396604337e-05,99.9818846481503,2023-05-21,Other,5,Other,Banking,Poor,May,5,2023,Other,344,99.9818846481503
"A fantastic hostel in Punta Arenas! The owner Fabián is extremely committed and manages this hostel with great dedication. The atmosphere is welcoming, the rooms are comfortable and clean. We really enjoyed our stay here and would recommend it to anyone visiting Punta Arenas. Thank you, Fabián, for your warm hospitality!",J.P. Morgan,maps,13.0,Punta Arenas,"¡Un albergue fantástico en Punta Arenas! El propietario Fabián es extremadamente comprometido y gestiona este albergue con gran dedicación. El ambiente es acogedor, las habitaciones son cómodas y limpias. Disfrutamos mucho de nuestra estancia aquí y lo recomendaríamos a cualquiera que visite Punta Arenas. ¡Gracias, Fabián, por tu cálida hospitalidad!",POSITIVE,0.9993058443069458,2.5113331503234804e-05,0.0005790541763417,8.991311915451661e-05,99.95953713951168,2023-11-09,Other,5,Environmental,Banking,Poor,November,11,2023,Environmental,344,99.95953713951168
