Review,traduccion_nueva,ds,Bank Name,data_source,state,Sentiment_score,Predicted_SASB,Predicted_Pilar,dimension_SSINDEX,dimension_SASB,relevance,relevance_2,Pilar,SASB,Sentiment_gen,year,month,month_num,city
"Muy mal servicio!
Tienen a mucha gente trabajando que no sabe absolutamente nada de computadoras, fuimos a tramitar un seguro provisional para un auto y tardo como 20 minutos en localizar el domicilio aún teniendo la identificación preguntaba ! Y después teniendo los datos en la tarjeta de circulación preguntaba datos del auto! Y al final de cuentas no hizo nada porque tuvo error y nos hizo perder mucho tiempo 👎🏽","Very bad service! They have a lot of people working who know absolutely nothing about computers, we went to process provisional insurance for a car and it took about 20 minutes to locate the address even though I had the identification, I was asking! And then having the data on the registration card he asked for the car&#39;s details! And at the end of the day he didn&#39;t do anything because he made a mistake and it made us waste a lot of time 👎🏽",2024-03-07,BanCoppel,maps,Jalisco,10,Environment,Environmental,ENVIRONMENTAL PROTOCOLS,WASTE & HAZARDOUS MATERIAL MANAGEMENT,si,si,Environmental,Environment,NEGATIVE,2024.0,March,3.0,Zapopan
"Hice un depósito, buen servicio y no había tanta gente. La cajera muy amable.","I made a deposit, good service and there were not that many people. The cashier is very friendly.",2024-05-15,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2024.0,May,5.0,Zapopan
"En general el personal apático, salvo por dos personas comprometidas con su trabajo es que pude resolver","In general, the apathetic staff, except for two people committed to their work, is what I was able to resolve.",2023-08-15,BanCoppel,maps,Jalisco,40,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,no,no,Social Internal,Human Capital,POSITIVE,2023.0,August,8.0,Zapopan
Una buena tienda muy surtida y buenos precios. Sin embargo el personal que te resive no es amable con las personas👎,"A good store, well stocked and good prices. However, the staff that welcomes you is not friendly to people👎",2024-02-06,BanCoppel,maps,Jalisco,65,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2024.0,February,2.0,Zapopan
"Buena ampliación, mucha variedad, servicio a cliente amable de los vendedores, los que son muy pesados y groseros son los gerentes.","Good expansion, lots of variety, friendly customer service from the sellers, the ones who are very annoying and rude are the managers.",2023-07-19,BanCoppel,maps,Jalisco,60,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,July,7.0,Zapopan
"Buen servicio, lo único malo es q no le dan tarjeta débito y menos crédito a los extranjeros con tarjeta de visitante por razones humanitarias 😭","Good service, the only bad thing is that they do not give debit cards and even less credit to foreigners with visitor cards for humanitarian reasons 😭",2024-01-14,BanCoppel,maps,Jalisco,40,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,January,1.0,Zapopan
Super mal servicio siempre !! Las que atienden son super groseras y cero amables. Pesimo pesimo servicio !!!!,"Always super bad service!! Those who serve are super rude and not friendly at all. Terrible, terrible service!!!!",2023-11-29,BanCoppel,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,November,11.0,Zapopan
"Muy pequeña y no hay todo lo que vez en las otras tiendas, además pésima atención","Very small and there is not everything you see in other stores, also terrible service",2024-03-12,BanCoppel,maps,Jalisco,15,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,MIXED,2024.0,March,3.0,Zapopan
"Interesante, nunca había entrado a un Coopel y me agrado
Mala atención del personal del Banco","Interesting, I had never been to a Coopel and I liked it. Poor service from the bank staff.",2024-01-14,BanCoppel,maps,Jalisco,50,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,si,si,Social Internal,Human Capital,NEGATIVE,2024.0,January,1.0,Zapopan
"Pues como en todos los Coppel  , existen empleados que dan buen servicio y otros que pesimo","Well, as in all Coppel, there are employees who give good service and others who give terrible service.",2024-04-30,BanCoppel,maps,Jalisco,50,Social Capital,Social Internal,WORK-LIFE BALANCE,CUSTOMER WELFARE,no,no,Social Internal,Social Capital,NEGATIVE,2024.0,April,4.0,Zapopan
Es una tienda muy grande pero pocas cajas para abonar o bancoppel,It is a very large store but few payment boxes or bank transfers.,2024-03-26,BanCoppel,maps,Jalisco,40,Social Capital,Social External,CUSTOMER MANAGEMENT (VALUE),CUSTOMER WELFARE,no,si,Social External,Social Capital,POSITIVE,2024.0,March,3.0,Zapopan
Tienda surtida pero muy batida 🤭todas la prendas desorganizadas y no hay personal que te atienda en ninguna área y cuando encuentras a alguien te atiende de mala gana y no te resuelve nada 👎🏼,Store stocked but very beaten 🤭all the clothes disorganized and there is no staff to assist you in any area and when you find someone they help you reluctantly and do not solve anything for you 👎🏼,,,,,20,,,,,no,no,,,,,,,
Buen servicio y atención variedad en artículos y ropa,Good service and variety of items and clothing,2024-01-03,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,January,1.0,Zapopan
"Tardan mucho en atender en cajas, nomas hay una personas atendiendo y como 5 vacías","They take a long time to attend to checkouts, there is only one person attending and about 5 are empty",,,,,20,,,,,si,si,,,,,,,
"Pésimo servicio, ya son muchas las veces que no tienen pago con tarjeta que por una falla del sistema, lo que da coraje es que está uno como estúpido haciendo fila y a al momento de pagar, te dicen que puro efectivo, les vale madre el tiempo que duraste formado, ni siquiera avisan ni con un letrero que que no hay pago con tarjeta, de todas las sucursales que tiene Coppel está es la más corriente y la más estúpida pero por el personal que trabaja ahí, son una bola de pendej0s junto con su gerente","Terrible service, there are many times that they do not have card payment due to a system failure, what makes you angry is that you are stupidly standing in line already at the time of paying, they tell you that pure cash is worth their time that you have been trained for so long, they don&#39;t even warn with a sign that there is no card payment, of all the branches that Coppel has, this is the most ordinary and the most stupid but because of the staff that works there, they are a bunch of assholes along with your manager",2024-06-01,BanCoppel,maps,Jalisco,10,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,si,Social Internal,Human Capital,NEGATIVE,2024.0,June,6.0,Zapopan
"En fines de semana está muy saturado y su sistema se satura, para hacer comprás a crédito es más tardado. Si vas al cajero procuren ir entré 12 hrs a 3 hrs de la tarde porque si van de 4 al cierre de la tienda el cajero presenta fallas constantes","On weekends it is very saturated and its system becomes saturated, making purchases on credit takes longer. If you go to the cashier, try to go between 12 noon and 3 p.m. because if you go from 4 a.m. to the closing of the store, the cashier has constant failures.",,,,,35,,,,,si,si,,,,,,,
"Tienen mucha mercancía de muy buena calidad y te ofrecen formas de pago variadas para que te puedas llevar tu producto a casa, encuentras cosas de servicio todo en su lugar y en resumen te atienden bien llevándote lo que gustas a tu hogar, buenas instalaciones","They have a lot of very good quality merchandise and they offer you various payment methods so that you can take your product home, you find service things all in their place and in short they serve you well, taking what you like to your home, good facilities",2023-11-29,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2023.0,November,11.0,Zapopan
"Si es una buena tienda solo hace falta más surtido en zapatos y tenis. Me tocó ir a que me atiendan en banco y la verdad la señorita no me atendió bien es más le sacaba las palabras a fuerza. Y eso que no fui a pedir crédito sino a tramitar una cuenta no me informo que tenía seguro y cuánto me descontaban, tampoco me dijo que me iban a cobrar por darme un plástico. En fin pequeños detalles para ellos pero para mí hacen la gran diferencia. Yo lo uso porque está cerca pero la verdad deberían estar comprometidos","If it is a good store, you just need more assortment of shoes and tennis shoes. I had to go to get service at the bank and the truth is that the lady didn&#39;t treat me well, in fact she forced the words out of her. And even though I didn&#39;t go to ask for credit but to process an account, they didn&#39;t inform me that I had insurance and how much they would deduct, nor did they tell me that they were going to charge me for giving me plastic. In short, small details for them but for me they make a big difference. I use it because it is close but the truth is they should be committed",2024-01-23,BanCoppel,maps,Jalisco,35,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,January,1.0,Zapopan
"Muy bien ubicado, con el servicio y atención de primera el personal muy amable y capacitado para atender como se merece.","Very well located, with first-class service and attention, the staff is very friendly and trained to serve you as you deserve.",2024-04-07,BanCoppel,maps,Jalisco,95,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,MIXED,2024.0,April,4.0,Zapopan
"Les hace falta mejorar en cuestión de servicio, la tienda en general cuenta con precios muy buenos y con variedad","They need to improve in terms of service, the store in general has very good prices and variety",2024-01-30,BanCoppel,maps,Jalisco,65,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,Zapopan
Las chicas q atienden muy mal Servicio me dejaron esperando 20 min por estar en el CEL y al final le pedí cobro de contado y la torpe me lo puso a crédito y no sabía cancelar,The girls who provide very bad service left me waiting 20 minutes to be at the CEL and in the end I asked for a cash payment and the clumsy woman put it on credit and I didn&#39;t know how to cancel,2024-06-23,BanCoppel,maps,Jalisco,20,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,si,Social External,Social Capital,POSITIVE,2024.0,June,6.0,Zapopan
Buena atención limpieza y sobretodo cajas de cobro con rapidez.,"Good cleaning service and, above all, quick collection of cash registers.",2024-01-10,BanCoppel,maps,Jalisco,75,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,Zapopan
"Si bien hay otros más surtidos, el lugar está muy ordenado,el personal es muy amable y atento.","Although there are more assorted others, the place is very tidy, the staff is very friendly and attentive.",2023-12-19,BanCoppel,maps,Jalisco,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,December,12.0,Zapopan
Muy buena atención y rapides,Very good service and fast,2023-08-12,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,August,8.0,Zapopan
Muy limpio y buena atención,Very clean and good service,2023-11-30,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,November,11.0,Zapopan
"Muy buena atención, está limpio y mayormente todo acomodado, me gusta que puedes encontrar ofertas","Very good service, it is clean and mostly everything is arranged, I like that you can find offers",2023-07-31,BanCoppel,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,July,7.0,Zapopan
Me dieron exelente servicio,They gave me excellent service,2023-05-16,BanCoppel,maps,Jalisco,90,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,May,5.0,Zapopan
Some good offers and service is great. 4 stars because the place feels too small,Some good offers and service is great. 4 stars because the place feels too small,2023-11-19,BanCoppel,maps,Jalisco,80,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,November,11.0,Zapopan
"Fuimos a COPPEL, en Plaza Fiesta, como siempre, nos atendieron muy bien.

Es una buena experiencia, siempre con los productos necesarios para la vida diaria y a un precio realmente competitivo.

Quizá les falta espacio para exhibir mejor la mercancía.

Eso habla de que sus tiendas fueron planeadas para un portafolio de productos que ha crecido exponencialmente en muy poco tiempo.

Ven a COPPEL: para que te atendían muy bien y ahorres dinero.

(Nota: todas las fotografías de todas las opiniones que aparecen en mi sección de Local Guide, fueron realizadas por el autor de dichas Opiniones.)","We went to COPPEL, in Plaza Fiesta, as always, they treated us very well. It is a good experience, always with the products necessary for daily life and at a really competitive price. Maybe they lack space to better display the merchandise. This speaks to the fact that their stores were planned for a product portfolio that has grown exponentially in a very short time. Come to COPPEL: so that you get very good service and save money. (Note: all photographs of all reviews that appear in my Local Guide section were taken by the author of said Reviews.)",2023-11-14,BanCoppel,maps,Jalisco,85,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2023.0,November,11.0,Zapopan
