"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"This was a strange report which seemed to miss a key point. Itâ€™s clear the Chinese are starting small and seeing where geopolitics and the economy takes them. They have the money for this to be a learning experience rather than a serious business proposition.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"It's bizzare journalism to compare the C919 to the 737 without the A320 family of aircraft. In many ways the 737 is an antiquated design that's be resurrected generation after generation in the name of cost saving (which ultimately lead to the MCAS situation). You also fail to mention the immesnese support the C919 will receive from the domestic Chinese aviation market as most major Chinese airlines are, at least partially, state owned and hence will receive a lot of pressure to purchase these planes. This will undoubtedly help the the C919 in terms of sales with 1/5 of the global aviation market backing it. Unlike the MC-21, this will help the C919 mature and improve.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Social External","Social External","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","PRICE/QUALITY RATIO",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"At the start, C919 is bound for the Chinese domestic market. 
But given their obvious geopolitical tension  with the Western currently and moving forward in light of Taiwan, being able to source 100% component domestically is probably one of their biggest challenge.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"Why does this report focus exclusively on Boeing? Airbus is now bigger. And hasn't ruined it's safety reputation.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (PROTOCOLS)",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"I think WSJ misses the main point.  China has never intended for Comeac C919 to compete with Boeing 737.  The US never learns that China's aim is to compete with itself to become better.
C919 will be for fulfilling the domestic market in the short term.  China will make it safe, learn from its shortcoming and improve on the product without reference to the product outside.
China has a lot of friendly countries who would welcome C919 so initially China would be able to stretch C919 to fly overseas.  Any country institutes hostile reception to C919 will be met with China's reaction because China for a very long time will remain the biggest world's biggest market which China will be able to use effectively to any hegemonic bully.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"It's not designed to win, just to be good and safe enough for Chinese local markets ðŸ˜ŽðŸ’ªwhich in itself is an achievement, but not everything is a zero sum game where C919 is the ""Boeing or Airbus killer"" or something crazy like that",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"It is totally understandable that China has enough of paying high prices to foreign companies. Chinese engineers are well-trained and hard-working. They have built moon and mars landers. Of course China will eventually fly Chinese planes in China and not planes from the US or from Europe. The same with cars in particular EV's and other high-tech such as electronics. And potentially they will be more competitive than Europe and the US  and take a dominating share of the international market. 
It is deserved because the Western CEO's, CFO's and stockholders had dollar signs in their eyes seeing China as a huge export market for technological products so they could gain more money. The Chinese liked the products and learned how to produce them themselves even more efficiently than the Western exporters. Those who play with fire eventually get burned. Who knows what will happen but it is good to see China growing up and taking care of itsself. 
In the meantime the Western technological industry is becoming ever more entangled in bureaucracy, regulations, audits, short-term optimization and seem to lack research in their core products to make any real advances. The fact that the traditional dominating car-brands totally missed the EV-transition shows that investment in innovation is largely insufficient in most Western countries.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","ENVIRONMENTAL PROTOCOLS",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"If Airbus could surpass Boeing in quality and quantity, whose to say C919 couldnâ€™t achieve the same feat.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"Boeing 737 series was designed 50 years ago thou it continues to improve/upgrade on many things, like engine, control system, materials, over time. But the backbones and basic design in 737 are never changed. Becuase it is pretty much re-designing a new plane from scratch if you want to leverage the current aerodynamic concept and technology. This process will take many years and Boeing is seeing that it will lose the competition with Airbus. So Boeing took the short cuts to compete with Airbus, the most obvious evidence is the oval engines with the lowest ground clearance. Boeing even did not tell airlines that 737 Max is equipped with MCAS and no information is displayed in manuals so airlines do not have to spend time and money for extra pilots training. There are tons of issues we can discuss 737. C919 is a much modern airplane in terms of design and build. It is better than 737 in my mind. I would choose C919 over 737 Max if there are options.",09-12-2022 15:18,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","MATERIALS & EQUIPMENT",25,"PuntuaciÃ³n=25","si","NEGATIVE","no","Aviation & Aerospace."
"I took AeroMexico one time and we took off while the safety video was still playing ðŸ˜‚",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","HEALTH (WORKPLACE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"The design and introduction of the Max 8 was a cost cutting exercise. The 737 is a 1960s aircraft pure and simple and all later versions of it including the 737 Max are modifications. The larger engines combined with the original undercarriage design have the engines too close to the ground  and make crosswind landings more difficult. Crew training for this version was minimal. It probably is now safe for reasons you pointed out but really its about time Boeing designed a 21st century aircraft. Ill probably have no choice to travel on it  as airlines I use are introducing it.",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","ENVIRONMENTAL ACTIONS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"2 horrifying crashes caused by the same system and witheld pilot information and training DOES mean at least one was in vain.",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","VALUES",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"The Boeing 737 Max is a really comfortable aircraft and it is amazing that it has finally come back into service. It will be, soon, in Singapore.",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"I wouldn't feel comfortable flying the Max 8 at the moment. Sounds selfish, but I wanna wait and see how safely it performs before I would get on board.",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","BUSINESS ETHICS","BUSINESS ETHICS","ETHICAL PROTOCOLS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"It doesnâ€™t matter how bad the max was Iâ€™ll still fly on it I still trust Boeing",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","WHISTLEBLOWER LINE (TRUST)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"I love the mood lighting on the 800s. I flew on a couple 800s 4 years ago before the Max jets went online, very nice but SWA all-coach, no business class.  I would fly on a Max now since I have followed the progress of the re-design, and I trust them.",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","CUSTOMER MANAGEMENT (VALUE)",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"Lovely Video as always Noel! I totally agree with, you regarding the MAX. I would have no issues flying on the aircraft, and hope to do so some once they start to enter service again in Europe! âœˆï¸",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"I recall annoying the Air NZ staff about which 737  model was flying to Sydney from Christchurch when the Max-8 issue first hit the news. In my defence I was in the lounge for three hours prior to boarding :-) !!!",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"Considering it took 2 years and 2 horrific accidents before it was grounded. Iâ€™ll wait that long until I move it from the â€œNot a snowballs chance in hellâ€ category to join itâ€™s bigger brother the 787 in the â€œonly if I canâ€™t avoid it â€œ category. we might also have a better idea of how bad the build quality is by then.",21-02-2021 12:59,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","QUALITY",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Your video is quite interesting, but you speak quickly while BBC Learning English has no subtitles. Also, because of my poor listening skills. Thank you very much.",17-12-2019 16:02,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","OTHER","OTHER","TRAINING",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"To the Boeing Company: Now the 737 Max liability lawsuits will begin worldwide.  And then there's U.S. criminal charges to come. The U.S. Supreme Court has ruled that corporations are people.  Congress can impute to a corporation the commission of certain criminal offenses and subject it to criminal prosecution therefor.  In actions for tort, a corporation may be held responsible for damages for the acts of its agent within the scope of his employment, even if done wantonly, recklessly or against the express orders of the principal.  While corporations cannot commit some crimes, they can commit crimes which consist in purposely doing things prohibited by statute, and in such case they can be charged with knowledge of acts of their agents who act within the authority conferred upon them.",17-12-2019 16:02,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","TRAINING",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"50 years of service so iconic i wish 747s were still thereðŸ˜­ðŸ˜­",03-09-2022 14:04,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","CUSTOMER MANAGEMENT (QUALITY)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"Theyâ€™ll do a water salute just as they have done for the last PanAm flight 


Rip 747, first Mirya and now you two ðŸ˜­",03-09-2022 14:04,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","AIR QUALITY","AIR QUALITY","ENVIRONMENTAL ACTIONS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"I watched a short about a 6-yr old boy whose dream is to become a pilot and fly the Airbus A380, I hope that plane will still be in service by the time he gets his pilot license. ðŸ˜Š",03-09-2022 14:04,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"I flew the 787 in Business Class last summer from LAX to Warsaw. Their Business Class is actually 1st Class. All lay flat beds. Very comfortable. Very nice aircraft. I also didnâ€™t feel as jet lagged. I believe their pressure system may be the reason.",06-03-2019 19:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",95,"PuntuaciÃ³n=95","si","POSITIVE","no","Aviation & Aerospace."
